User_ID,Home_Hub,Work_Hub,Mode,Monthly_Income,Is_Rainy_Day,Daily_Commute_Cost,Daily_Time_Mins,Sleep_Debt_Hours,Monthly_Cash_Spend,Hourly_Rate,Monthly_Hours_Lost,Opportunity_Cost,Sleep_Debt_Cost,Total_Commute_Tax,Tax_Percentage_of_Income
LOS-0362,Egbeda,Ikeja,Private Car,785352,0,6000.0,240,3.0,138000.0,4908.45,88.0,172777.44,80989.425,391766.86,49.88
LOS-0363,Egbeda,Victoria Island,BRT,819111,0,1960.0,240,3.0,43120.0,5119.44375,88.0,180204.42,84470.82187500001,307795.24,37.58
LOS-0364,Egbeda,Ikeja,Private Car,710823,0,6000.0,240,3.0,138000.0,4442.64375,88.0,156381.06,73303.621875,367684.68,51.73
LOS-0365,Egbeda,Victoria Island,BRT,78230,0,1960.0,240,3.0,43120.0,488.9375,88.0,17210.6,8067.46875,68398.07,87.43
LOS-0366,Surulere,Victoria Island,BRT,655688,0,1140.0,120,1.5,25080.0,4098.05,44.0,72125.68,33808.9125,131014.59,19.98
LOS-0367,Ikorodu,Ikeja,BRT,95218,0,1500.0,240,3.0,33000.0,595.1125,88.0,20947.96,9819.356249999999,63767.32,66.97
LOS-0368,Egbeda,Victoria Island,Private Car,533516,1,18200.0,330,3.0,322000.0,3334.475,121.0,161388.59,55018.8375,538407.43,100.92
LOS-0369,Surulere,Victoria Island,BRT,333577,0,1140.0,120,1.5,25080.0,2084.85625,44.0,36693.47,17200.064062499998,78973.53,23.67
LOS-0370,Ikorodu,Ikeja,Private Car,416899,0,9600.0,240,3.0,220800.0,2605.61875,88.0,91717.78,42992.709375,355510.49,85.27
LOS-0371,Egbeda,Ikeja,Danfo,315612,1,2400.0,330,3.0,42240.0,1972.575,121.0,95472.63,32547.4875,170260.12,53.95
LOS-0372,Egbeda,Victoria Island,BRT,837921,0,1960.0,240,3.0,43120.0,5237.00625,88.0,184342.62,86410.60312500001,313873.22,37.46
LOS-0373,Surulere,Ikeja,BRT,221940,0,1140.0,120,1.5,25080.0,1387.125,44.0,24413.4,11443.78125,60937.18,27.46
LOS-0374,Surulere,Ikeja,Private Car,513996,0,4800.0,120,1.5,110400.0,3212.475,44.0,56539.56,26502.91875,193442.48,37.64
LOS-0375,Egbeda,Victoria Island,Private Car,664556,0,14000.0,240,3.0,322000.0,4153.475,88.0,146202.32,68532.33750000001,536734.66,80.77
LOS-0376,Surulere,Ikeja,BRT,71922,0,1140.0,120,1.5,25080.0,449.5125,44.0,7911.42,3708.478125,36699.9,51.03
LOS-0377,Egbeda,Victoria Island,Private Car,579021,0,14000.0,240,3.0,322000.0,3618.88125,88.0,127384.62,59711.540625,509096.16,87.92
LOS-0378,Egbeda,Victoria Island,BRT,378952,0,1960.0,240,3.0,43120.0,2368.45,88.0,83369.44,39079.424999999996,165568.86,43.69
LOS-0379,Surulere,Ikeja,Private Car,500912,0,4800.0,120,1.5,110400.0,3130.7,44.0,55100.32,25828.274999999998,191328.6,38.2
LOS-0380,Egbeda,Ikeja,Private Car,659227,0,6000.0,240,3.0,138000.0,4120.16875,88.0,145029.94,67982.784375,351012.72,53.25
LOS-0381,Egbeda,Victoria Island,Private Car,483574,1,18200.0,330,3.0,322000.0,3022.3375,121.0,146281.14,49868.56875,518149.7,107.15
LOS-0382,Surulere,Victoria Island,Private Car,761007,0,8000.0,120,1.5,184000.0,4756.29375,44.0,83710.77,39239.4234375,306950.19,40.33
LOS-0383,Egbeda,Victoria Island,Danfo,454952,1,4800.0,330,3.0,84480.0,2843.45,121.0,137622.98,46916.924999999996,269019.9,59.13
LOS-0384,Surulere,Victoria Island,BRT,339511,0,1140.0,120,1.5,25080.0,2121.94375,44.0,37346.21,17506.0359375,79932.25,23.54
LOS-0385,Surulere,Ikeja,Private Car,650564,1,6240.0,210,1.5,110400.0,4066.025,77.0,125233.57,33544.70625,269178.28,41.38
LOS-0386,Ikorodu,Ikeja,BRT,80037,0,1500.0,240,3.0,33000.0,500.23125,88.0,17608.14,8253.815625,58861.96,73.54
LOS-0387,Ikorodu,Victoria Island,BRT,664198,0,2200.0,240,3.0,48400.0,4151.2375,88.0,146123.56,68495.41875,263018.98,39.6
LOS-0388,Egbeda,Victoria Island,BRT,289719,1,1960.0,330,3.0,43120.0,1810.74375,121.0,87640.0,29877.271875000002,160637.27,55.45
LOS-0389,Ikorodu,Victoria Island,Danfo,75994,0,3600.0,240,3.0,95040.0,474.9625,88.0,16718.68,7836.881249999999,119595.56,157.38
LOS-0390,Egbeda,Victoria Island,Danfo,348254,1,4800.0,330,3.0,84480.0,2176.5875,121.0,105346.84,35913.69375,225740.53,64.82
LOS-0391,Ikorodu,Victoria Island,BRT,501197,0,2200.0,240,3.0,48400.0,3132.48125,88.0,110263.34,51685.940624999996,210349.28,41.97
LOS-0392,Egbeda,Ikeja,BRT,422332,0,900.0,240,3.0,19800.0,2639.575,88.0,92913.04,43552.987499999996,156266.03,37.0
LOS-0393,Egbeda,Victoria Island,Private Car,626915,0,14000.0,240,3.0,322000.0,3918.21875,88.0,137921.3,64650.609375,524571.91,83.68
LOS-0394,Egbeda,Ikeja,BRT,539249,0,900.0,240,3.0,19800.0,3370.30625,88.0,118634.78,55610.053125,194044.83,35.98
LOS-0395,Ikorodu,Ikeja,BRT,724747,0,1500.0,240,3.0,33000.0,4529.66875,88.0,159444.34,74739.534375,267183.87,36.87
LOS-0396,Surulere,Ikeja,Danfo,489000,0,1800.0,120,1.5,47520.0,3056.25,44.0,53790.0,25214.0625,126524.06,25.87
LOS-0397,Ikorodu,Ikeja,BRT,293571,1,1500.0,330,3.0,33000.0,1834.81875,121.0,88805.23,30274.509374999998,152079.74,51.8
LOS-0398,Egbeda,Victoria Island,Private Car,570596,1,18200.0,330,3.0,322000.0,3566.225,121.0,172605.29,58842.7125,553448.0,96.99
LOS-0399,Egbeda,Ikeja,Danfo,254095,1,2400.0,330,3.0,42240.0,1588.09375,121.0,76863.74,26203.546875,145307.28,57.19
LOS-0400,Surulere,Victoria Island,Danfo,86492,0,1800.0,120,1.5,47520.0,540.575,44.0,9514.12,4459.743750000001,61493.86,71.1
LOS-0401,Surulere,Ikeja,Danfo,82299,0,1800.0,120,1.5,47520.0,514.36875,44.0,9052.89,4243.5421875,60816.43,73.9
LOS-0402,Ikorodu,Ikeja,Private Car,298693,0,9600.0,240,3.0,220800.0,1866.83125,88.0,65712.46,30802.715625,317315.18,106.23
LOS-0403,Egbeda,Victoria Island,Danfo,72842,1,4800.0,330,3.0,84480.0,455.2625,121.0,22034.7,7511.83125,114026.54,156.54
LOS-0404,Surulere,Ikeja,BRT,456998,1,1140.0,210,1.5,25080.0,2856.2375,77.0,87972.12,23563.959375000002,136616.07,29.89
LOS-0405,Egbeda,Victoria Island,Private Car,577712,0,14000.0,240,3.0,322000.0,3610.7,88.0,127096.64,59576.549999999996,508673.19,88.05
LOS-0406,Surulere,Victoria Island,BRT,94542,0,1140.0,120,1.5,25080.0,590.8875,44.0,10399.62,4874.821875000001,40354.44,42.68
LOS-0407,Ikorodu,Ikeja,Danfo,93977,1,3600.0,330,3.0,63360.0,587.35625,121.0,28428.04,9691.378125000001,101479.42,107.98
LOS-0408,Ikorodu,Ikeja,Private Car,777372,0,9600.0,240,3.0,220800.0,4858.575,88.0,171021.84,80166.4875,471988.33,60.72
LOS-0409,Surulere,Victoria Island,Danfo,662170,0,1800.0,120,1.5,47520.0,4138.5625,44.0,72838.7,34143.140625,154501.84,23.33
LOS-0410,Egbeda,Ikeja,Danfo,82391,1,2400.0,330,3.0,42240.0,514.94375,121.0,24923.28,8496.571875,75659.85,91.83
LOS-0411,Surulere,Victoria Island,Private Car,356839,0,8000.0,120,1.5,184000.0,2230.24375,44.0,39252.29,18399.5109375,241651.8,67.72
LOS-0412,Ikorodu,Victoria Island,Private Car,805836,0,15600.0,240,3.0,358800.0,5036.475,88.0,177283.92,83101.83750000001,619185.76,76.84
LOS-0413,Ikorodu,Victoria Island,Private Car,551765,0,15600.0,240,3.0,358800.0,3448.53125,88.0,121388.3,56900.765625,537089.07,97.34
LOS-0414,Ikorodu,Ikeja,BRT,275657,0,1500.0,240,3.0,33000.0,1722.85625,88.0,60644.54,28427.128125,122071.67,44.28
LOS-0415,Ikorodu,Ikeja,BRT,650943,0,1500.0,240,3.0,33000.0,4068.39375,88.0,143207.46,67128.496875,243335.96,37.38
LOS-0416,Ikorodu,Ikeja,BRT,691637,1,1500.0,330,3.0,33000.0,4322.73125,121.0,209220.19,71325.065625,313545.26,45.33
LOS-0417,Surulere,Ikeja,Private Car,843047,0,4800.0,120,1.5,110400.0,5269.04375,44.0,92735.17,43469.6109375,246604.78,29.25
LOS-0418,Ikorodu,Ikeja,Private Car,619056,0,9600.0,240,3.0,220800.0,3869.1,88.0,136192.32,63840.15,420832.47,67.98
LOS-0419,Ikorodu,Victoria Island,Private Car,611114,0,15600.0,240,3.0,358800.0,3819.4625,88.0,134445.08,63021.13125,556266.21,91.02
LOS-0420,Surulere,Victoria Island,Danfo,674453,0,1800.0,120,1.5,47520.0,4215.33125,44.0,74189.83,34776.4828125,156486.31,23.2
LOS-0421,Ikorodu,Victoria Island,BRT,245934,0,2200.0,240,3.0,48400.0,1537.0875,88.0,54105.48,25361.943750000002,127867.42,51.99
LOS-0422,Egbeda,Victoria Island,Danfo,799689,0,3200.0,240,3.0,84480.0,4998.05625,88.0,175931.58,82467.92812499999,342879.51,42.88
LOS-0423,Surulere,Victoria Island,Private Car,757474,0,8000.0,120,1.5,184000.0,4734.2125,44.0,83322.14,39057.253124999996,306379.39,40.45
LOS-0424,Surulere,Victoria Island,BRT,838510,0,1140.0,120,1.5,25080.0,5240.6875,44.0,92236.1,43235.671875,160551.77,19.15
LOS-0425,Ikorodu,Ikeja,Danfo,87787,0,2400.0,240,3.0,63360.0,548.66875,88.0,19313.14,9053.034375000001,91726.17,104.49
LOS-0426,Surulere,Ikeja,Danfo,323439,0,1800.0,120,1.5,47520.0,2021.49375,44.0,35578.29,16677.3234375,99775.61,30.85
LOS-0427,Ikorodu,Victoria Island,Danfo,99243,0,3600.0,240,3.0,95040.0,620.26875,88.0,21833.46,10234.434374999999,127107.89,128.08
LOS-0428,Surulere,Ikeja,Private Car,770971,0,4800.0,120,1.5,110400.0,4818.56875,44.0,84806.81,39753.192187500004,234960.0,30.48
LOS-0429,Ikorodu,Victoria Island,BRT,185425,0,2200.0,240,3.0,48400.0,1158.90625,88.0,40793.5,19121.953125,108315.45,58.41
LOS-0430,Egbeda,Ikeja,Danfo,658846,1,2400.0,330,3.0,42240.0,4117.7875,121.0,199300.92,67943.49375000001,309484.41,46.97
LOS-0431,Egbeda,Victoria Island,Danfo,75357,1,4800.0,330,3.0,84480.0,470.98125,121.0,22795.49,7771.190625,115046.68,152.67
LOS-0432,Egbeda,Victoria Island,Danfo,307284,1,4800.0,330,3.0,84480.0,1920.525,121.0,92953.41,31688.662500000002,209122.07,68.05
LOS-0433,Surulere,Victoria Island,Danfo,337688,0,1800.0,120,1.5,47520.0,2110.55,44.0,37145.68,17412.037500000002,102077.72,30.23
LOS-0434,Surulere,Victoria Island,Danfo,340913,0,1800.0,120,1.5,47520.0,2130.70625,44.0,37500.43,17578.326562500002,102598.76,30.1
LOS-0435,Surulere,Victoria Island,BRT,306668,0,1140.0,120,1.5,25080.0,1916.675,44.0,33733.48,15812.56875,74626.05,24.33
LOS-0436,Egbeda,Ikeja,Private Car,450845,0,6000.0,240,3.0,138000.0,2817.78125,88.0,99185.9,46493.390625,283679.29,62.92
LOS-0437,Ikorodu,Victoria Island,BRT,493522,1,2200.0,330,3.0,48400.0,3084.5125,121.0,149290.4,50894.456249999996,248584.86,50.37
LOS-0438,Surulere,Victoria Island,BRT,645767,0,1140.0,120,1.5,25080.0,4036.04375,44.0,71034.37,33297.3609375,129411.73,20.04
LOS-0439,Ikorodu,Ikeja,Private Car,651389,1,12480.0,330,3.0,220800.0,4071.18125,121.0,197045.17,67174.490625,485019.66,74.46
LOS-0440,Ikorodu,Ikeja,Danfo,95078,0,2400.0,240,3.0,63360.0,594.2375,88.0,20917.16,9804.918749999999,94082.08,98.95
LOS-0441,Ikorodu,Ikeja,Danfo,286296,0,2400.0,240,3.0,63360.0,1789.35,88.0,62985.12,29524.274999999998,155869.39,54.44
LOS-0442,Egbeda,Victoria Island,Danfo,210180,1,4800.0,330,3.0,84480.0,1313.625,121.0,63579.45,21674.8125,169734.26,80.76
LOS-0443,Ikorodu,Victoria Island,Private Car,409253,0,15600.0,240,3.0,358800.0,2557.83125,88.0,90035.66,42204.215625000004,491039.88,119.98
LOS-0444,Egbeda,Ikeja,Private Car,722160,1,7800.0,330,3.0,138000.0,4513.5,121.0,218453.4,74472.75,430926.15,59.67
LOS-0445,Egbeda,Victoria Island,BRT,556004,0,1960.0,240,3.0,43120.0,3475.025,88.0,122320.88,57337.9125,222778.79,40.07
LOS-0446,Egbeda,Victoria Island,Private Car,738244,0,14000.0,240,3.0,322000.0,4614.025,88.0,162413.68,76131.41249999999,560545.09,75.93
LOS-0447,Egbeda,Ikeja,Private Car,532216,0,6000.0,240,3.0,138000.0,3326.35,88.0,117087.52,54884.775,309972.3,58.24
LOS-0448,Surulere,Victoria Island,Danfo,333994,0,1800.0,120,1.5,47520.0,2087.4625,44.0,36739.34,17221.565625,101480.91,30.38
LOS-0449,Ikorodu,Victoria Island,Danfo,90669,0,3600.0,240,3.0,95040.0,566.68125,88.0,19947.18,9350.240625,124337.42,137.13
LOS-0450,Egbeda,Victoria Island,BRT,637448,0,1960.0,240,3.0,43120.0,3984.05,88.0,140238.56,65736.825,249095.38,39.08
LOS-0451,Egbeda,Ikeja,Private Car,757938,1,7800.0,330,3.0,138000.0,4737.1125,121.0,229276.25,78162.35625,445438.6,58.77
LOS-0452,Surulere,Ikeja,Danfo,221906,1,2700.0,210,1.5,47520.0,1386.9125,77.0,42716.9,11442.028124999999,101678.93,45.82
LOS-0453,Surulere,Victoria Island,Private Car,677835,0,8000.0,120,1.5,184000.0,4236.46875,44.0,74561.85,34950.8671875,293512.72,43.3
LOS-0454,Egbeda,Ikeja,Danfo,597206,0,1600.0,240,3.0,42240.0,3732.5375,88.0,131385.32,61586.86875,235212.19,39.39
LOS-0455,Ikorodu,Ikeja,Danfo,91168,0,2400.0,240,3.0,63360.0,569.8,88.0,20056.96,9401.699999999999,92818.66,101.81
LOS-0456,Egbeda,Victoria Island,Private Car,528535,1,18200.0,330,3.0,322000.0,3303.34375,121.0,159881.84,54505.171875,536387.01,101.49
LOS-0457,Egbeda,Victoria Island,BRT,723113,0,1960.0,240,3.0,43120.0,4519.45625,88.0,159084.86,74571.028125,276775.89,38.28
LOS-0458,Egbeda,Victoria Island,Danfo,271762,1,4800.0,330,3.0,84480.0,1698.5125,121.0,82208.0,28025.45625,194713.46,71.65
LOS-0459,Ikorodu,Ikeja,Private Car,441009,1,12480.0,330,3.0,220800.0,2756.30625,121.0,133405.22,45479.053125,399684.28,90.63
LOS-0460,Ikorodu,Ikeja,Private Car,680639,0,9600.0,240,3.0,220800.0,4253.99375,88.0,149740.58,70190.89687499999,440731.48,64.75
LOS-0461,Egbeda,Victoria Island,Danfo,95675,1,4800.0,330,3.0,84480.0,597.96875,121.0,28941.69,9866.484375,123288.17,128.86
LOS-0462,Ikorodu,Victoria Island,BRT,428897,0,2200.0,240,3.0,48400.0,2680.60625,88.0,94357.34,44230.003124999996,186987.34,43.6
LOS-0463,Surulere,Ikeja,Private Car,494998,1,6240.0,210,1.5,110400.0,3093.7375,77.0,95287.12,25523.334375000002,231210.45,46.71
LOS-0464,Surulere,Victoria Island,Danfo,85056,1,2700.0,210,1.5,47520.0,531.6,77.0,16373.28,4385.7,68278.98,80.28
LOS-0465,Egbeda,Victoria Island,BRT,198474,1,1960.0,330,3.0,43120.0,1240.4625,121.0,60038.39,20467.631250000002,123626.02,62.29
LOS-0466,Surulere,Ikeja,Danfo,93943,0,1800.0,120,1.5,47520.0,587.14375,44.0,10333.73,4843.935937499999,62697.67,66.74
LOS-0467,Surulere,Ikeja,Private Car,777189,0,4800.0,120,1.5,110400.0,4857.43125,44.0,85490.79,40073.807812499996,235964.6,30.36
LOS-0468,Egbeda,Ikeja,Private Car,567633,0,6000.0,240,3.0,138000.0,3547.70625,88.0,124879.26,58537.153125000004,321416.41,56.62
LOS-0469,Surulere,Victoria Island,Danfo,97984,0,1800.0,120,1.5,47520.0,612.4,44.0,10778.24,5052.3,63350.54,64.65
LOS-0470,Surulere,Ikeja,Private Car,367935,0,4800.0,120,1.5,110400.0,2299.59375,44.0,40472.85,18971.6484375,169844.5,46.16
LOS-0471,Ikorodu,Ikeja,Danfo,264012,0,2400.0,240,3.0,63360.0,1650.075,88.0,58082.64,27226.2375,148668.88,56.31
LOS-0472,Ikorodu,Victoria Island,Danfo,293129,0,3600.0,240,3.0,95040.0,1832.05625,88.0,64488.38,30228.928125000002,189757.31,64.74
LOS-0473,Egbeda,Ikeja,BRT,86969,1,900.0,330,3.0,19800.0,543.55625,121.0,26308.12,8968.678125,55076.8,63.33
LOS-0474,Surulere,Victoria Island,BRT,565830,0,1140.0,120,1.5,25080.0,3536.4375,44.0,62241.3,29175.609375,116496.91,20.59
LOS-0475,Ikorodu,Ikeja,Danfo,90949,0,2400.0,240,3.0,63360.0,568.43125,88.0,20008.78,9379.115625,92747.9,101.98
LOS-0476,Surulere,Ikeja,BRT,81681,1,1140.0,210,1.5,25080.0,510.50625,77.0,15723.59,4211.6765625,45015.27,55.11
LOS-0477,Ikorodu,Victoria Island,Private Car,378838,0,15600.0,240,3.0,358800.0,2367.7375,88.0,83344.36,39067.668750000004,481212.03,127.02
LOS-0478,Egbeda,Victoria Island,Private Car,496598,1,18200.0,330,3.0,322000.0,3103.7375,121.0,150220.9,51211.668750000004,523432.56,105.4
LOS-0479,Ikorodu,Victoria Island,BRT,174472,0,2200.0,240,3.0,48400.0,1090.45,88.0,38383.84,17992.425,104776.26,60.05
LOS-0480,Ikorodu,Victoria Island,Danfo,212775,0,3600.0,240,3.0,95040.0,1329.84375,88.0,46810.5,21942.421875,163792.92,76.98
LOS-0481,Egbeda,Victoria Island,Private Car,732756,0,14000.0,240,3.0,322000.0,4579.725,88.0,161206.32,75565.46250000001,558771.78,76.26
LOS-0482,Egbeda,Victoria Island,Danfo,98983,0,3200.0,240,3.0,84480.0,618.64375,88.0,21776.26,10207.621874999999,116463.88,117.66
LOS-0483,Surulere,Victoria Island,BRT,619075,0,1140.0,120,1.5,25080.0,3869.21875,44.0,68098.25,31921.0546875,125099.3,20.21
LOS-0484,Egbeda,Ikeja,Private Car,664632,1,7800.0,330,3.0,138000.0,4153.95,121.0,201051.18,68540.175,407591.36,61.33
LOS-0485,Egbeda,Ikeja,BRT,152755,0,900.0,240,3.0,19800.0,954.71875,88.0,33606.1,15752.859375,69158.96,45.27
LOS-0486,Egbeda,Victoria Island,Private Car,694478,0,14000.0,240,3.0,322000.0,4340.4875,88.0,152785.16,71618.04375,546403.2,78.68
LOS-0487,Surulere,Ikeja,Private Car,176449,0,4800.0,120,1.5,110400.0,1102.80625,44.0,19409.39,9098.151562500001,138907.54,78.72
LOS-0488,Egbeda,Ikeja,Danfo,96690,0,1600.0,240,3.0,42240.0,604.3125,88.0,21271.8,9971.15625,73482.96,76.0
LOS-0489,Surulere,Ikeja,Private Car,617597,0,4800.0,120,1.5,110400.0,3859.98125,44.0,67935.67,31844.845312499998,210180.52,34.03
LOS-0490,Ikorodu,Ikeja,Danfo,79596,0,2400.0,240,3.0,63360.0,497.475,88.0,17511.12,8208.3375,89079.46,111.91
LOS-0491,Surulere,Ikeja,BRT,713142,0,1140.0,120,1.5,25080.0,4457.1375,44.0,78445.62,36771.384375,140297.0,19.67
LOS-0492,Egbeda,Ikeja,BRT,743726,0,900.0,240,3.0,19800.0,4648.2875,88.0,163619.72,76696.74375000001,260116.46,34.97
LOS-0493,Surulere,Victoria Island,Private Car,606785,1,10400.0,210,1.5,184000.0,3792.40625,77.0,116806.11,31287.3515625,332093.46,54.73
LOS-0494,Egbeda,Ikeja,BRT,181630,0,900.0,240,3.0,19800.0,1135.1875,88.0,39958.6,18730.59375,78489.19,43.21
LOS-0495,Ikorodu,Ikeja,BRT,629877,1,1500.0,330,3.0,33000.0,3936.73125,121.0,190537.79,64956.065624999996,288493.86,45.8
LOS-0496,Egbeda,Ikeja,Private Car,829654,0,6000.0,240,3.0,138000.0,5185.3375,88.0,182523.88,85558.06874999999,406081.95,48.95
LOS-0497,Egbeda,Ikeja,Danfo,99836,0,1600.0,240,3.0,42240.0,623.975,88.0,21963.92,10295.5875,74499.51,74.62
LOS-0498,Egbeda,Ikeja,Private Car,514092,1,7800.0,330,3.0,138000.0,3213.075,121.0,155512.83,53015.737499999996,346528.57,67.41
LOS-0499,Ikorodu,Ikeja,Private Car,201414,0,9600.0,240,3.0,220800.0,1258.8375,88.0,44311.08,20770.818750000002,285881.9,141.94
LOS-0500,Ikorodu,Victoria Island,Danfo,93456,0,3600.0,240,3.0,95040.0,584.1,88.0,20560.32,9637.65,125237.97,134.01
LOS-0501,Surulere,Ikeja,Private Car,623638,0,4800.0,120,1.5,110400.0,3897.7375,44.0,68600.18,32156.334375000002,211156.51,33.86
LOS-0502,Surulere,Victoria Island,Danfo,307910,0,1800.0,120,1.5,47520.0,1924.4375,44.0,33870.1,15876.609375,97266.71,31.59
LOS-0503,Ikorodu,Ikeja,Private Car,209340,1,12480.0,330,3.0,220800.0,1308.375,121.0,63325.35,21588.1875,305713.54,146.04
LOS-0504,Egbeda,Victoria Island,BRT,548025,1,1960.0,330,3.0,43120.0,3425.15625,121.0,165777.56,56515.078125,265412.64,48.43
LOS-0505,Egbeda,Ikeja,Danfo,79409,0,1600.0,240,3.0,42240.0,496.30625,88.0,17469.98,8189.053124999999,67899.03,85.51
LOS-0506,Egbeda,Victoria Island,Danfo,89616,0,3200.0,240,3.0,84480.0,560.1,88.0,19715.52,9241.65,113437.17,126.58
LOS-0507,Egbeda,Ikeja,Danfo,569171,1,2400.0,330,3.0,42240.0,3557.31875,121.0,172174.23,58695.759375,273109.99,47.98
LOS-0508,Ikorodu,Ikeja,Private Car,406195,0,9600.0,240,3.0,220800.0,2538.71875,88.0,89362.9,41888.859375,352051.76,86.67
LOS-0509,Ikorodu,Victoria Island,Danfo,268274,0,3600.0,240,3.0,95040.0,1676.7125,88.0,59020.28,27665.756250000002,181726.04,67.74
LOS-0510,Surulere,Ikeja,Private Car,711372,0,4800.0,120,1.5,110400.0,4446.075,44.0,78250.92,36680.11875,225331.04,31.68
LOS-0511,Surulere,Ikeja,Danfo,213549,1,2700.0,210,1.5,47520.0,1334.68125,77.0,41108.18,11011.120312500001,99639.3,46.66
LOS-0512,Egbeda,Ikeja,Private Car,839210,0,6000.0,240,3.0,138000.0,5245.0625,88.0,184626.2,86543.53125,409169.73,48.76
LOS-0513,Surulere,Victoria Island,Private Car,355808,0,8000.0,120,1.5,184000.0,2223.8,44.0,39138.88,18346.350000000002,241485.23,67.87
LOS-0514,Surulere,Ikeja,Private Car,843405,1,6240.0,210,1.5,110400.0,5271.28125,77.0,162355.46,43488.0703125,316243.53,37.5
LOS-0515,Egbeda,Victoria Island,BRT,547261,0,1960.0,240,3.0,43120.0,3420.38125,88.0,120397.42,56436.290625,219953.71,40.19
LOS-0516,Egbeda,Victoria Island,BRT,643207,0,1960.0,240,3.0,43120.0,4020.04375,88.0,141505.54,66330.721875,250956.26,39.02
LOS-0517,Ikorodu,Victoria Island,BRT,701687,0,2200.0,240,3.0,48400.0,4385.54375,88.0,154371.14,72361.471875,275132.61,39.21
LOS-0518,Egbeda,Victoria Island,Private Car,738304,0,14000.0,240,3.0,322000.0,4614.4,88.0,162426.88,76137.59999999999,560564.48,75.93
LOS-0519,Surulere,Ikeja,BRT,683298,0,1140.0,120,1.5,25080.0,4270.6125,44.0,75162.78,35232.553125,135475.33,19.83
LOS-0520,Ikorodu,Ikeja,Danfo,541516,0,2400.0,240,3.0,63360.0,3384.475,88.0,119133.52,55843.8375,238337.36,44.01
LOS-0521,Ikorodu,Victoria Island,BRT,87432,1,2200.0,330,3.0,48400.0,546.45,121.0,26448.18,9016.425000000001,83864.61,95.92
LOS-0522,Surulere,Ikeja,Private Car,456971,1,6240.0,210,1.5,110400.0,2856.06875,77.0,87966.92,23562.5671875,221929.48,48.57
LOS-0523,Egbeda,Victoria Island,Private Car,360906,0,14000.0,240,3.0,322000.0,2255.6625,88.0,79399.32,37218.43125,438617.75,121.53
LOS-0524,Ikorodu,Victoria Island,Danfo,799830,0,3600.0,240,3.0,95040.0,4998.9375,88.0,175962.6,82482.46875,353485.07,44.2
LOS-0525,Egbeda,Victoria Island,Danfo,196796,0,3200.0,240,3.0,84480.0,1229.975,88.0,43295.12,20294.587499999998,148069.71,75.24
LOS-0526,Ikorodu,Victoria Island,Danfo,73752,0,3600.0,240,3.0,95040.0,460.95,88.0,16225.44,7605.675,118871.12,161.18
LOS-0527,Surulere,Victoria Island,Danfo,223832,0,1800.0,120,1.5,47520.0,1398.95,44.0,24621.52,11541.3375,83682.86,37.39
LOS-0528,Ikorodu,Ikeja,BRT,96719,1,1500.0,330,3.0,33000.0,604.49375,121.0,29257.5,9974.146875,72231.64,74.68
LOS-0529,Ikorodu,Ikeja,Danfo,207043,0,2400.0,240,3.0,63360.0,1294.01875,88.0,45549.46,21351.309375,130260.77,62.91
LOS-0530,Surulere,Ikeja,BRT,73141,0,1140.0,120,1.5,25080.0,457.13125,44.0,8045.51,3771.3328125000003,36896.84,50.45
LOS-0531,Ikorodu,Ikeja,BRT,185045,0,1500.0,240,3.0,33000.0,1156.53125,88.0,40709.9,19082.765625,92792.67,50.15
LOS-0532,Ikorodu,Ikeja,Danfo,71149,0,2400.0,240,3.0,63360.0,444.68125,88.0,15652.78,7337.240624999999,86350.02,121.37
LOS-0533,Ikorodu,Ikeja,BRT,769863,0,1500.0,240,3.0,33000.0,4811.64375,88.0,169369.86,79392.121875,281761.98,36.6
LOS-0534,Ikorodu,Ikeja,BRT,593721,0,1500.0,240,3.0,33000.0,3710.75625,88.0,130618.62,61227.478125,224846.1,37.87
LOS-0535,Egbeda,Victoria Island,Danfo,429362,0,3200.0,240,3.0,84480.0,2683.5125,88.0,94459.64,44277.956249999996,223217.6,51.99
LOS-0536,Surulere,Victoria Island,Private Car,709942,0,8000.0,120,1.5,184000.0,4437.1375,44.0,78093.62,36606.384375,298700.0,42.07
LOS-0537,Surulere,Ikeja,Private Car,540121,0,4800.0,120,1.5,110400.0,3375.75625,44.0,59413.31,27849.9890625,197663.3,36.6
LOS-0538,Surulere,Victoria Island,Private Car,659188,1,10400.0,210,1.5,184000.0,4119.925,77.0,126893.69,33989.38125,344883.07,52.32
LOS-0539,Surulere,Victoria Island,Private Car,494540,0,8000.0,120,1.5,184000.0,3090.875,44.0,54399.4,25499.71875,263899.12,53.36
LOS-0540,Surulere,Victoria Island,Private Car,707067,0,8000.0,120,1.5,184000.0,4419.16875,44.0,77777.37,36458.1421875,298235.51,42.18
LOS-0541,Ikorodu,Victoria Island,Private Car,526876,0,15600.0,240,3.0,358800.0,3292.975,88.0,115912.72,54334.0875,529046.81,100.41
LOS-0542,Egbeda,Victoria Island,Private Car,359070,0,14000.0,240,3.0,322000.0,2244.1875,88.0,78995.4,37029.09375,438024.49,121.99
LOS-0543,Egbeda,Ikeja,Private Car,770316,0,6000.0,240,3.0,138000.0,4814.475,88.0,169469.52,79438.83750000001,386908.36,50.23
LOS-0544,Egbeda,Ikeja,Private Car,689757,0,6000.0,240,3.0,138000.0,4310.98125,88.0,151746.54,71131.190625,360877.73,52.32
